ID,CUSTOMER_NAME,STORE_NAME,AMOUNT,TRANSACTION_DATE,STATUS
35,Costantino Taliani,"Cantimori, Morpurgo e Alonzi Group",1171,2017-10-08,Undisputed
36,Milo Babato,Taliani-Broschi SPA,1076,2014-06-12,Undisputed
37,Antonello Trupiano,Ioppi-Rossellini e figli,1039,2021-07-06,Disputed
38,Lamberto Casadei,Bonino-Rizzo s.r.l.,1854,2015-07-29,Disputed
39,Teresa Saracino,Falloppio s.r.l.,1433,2019-04-11,Disputed
40,Temistocle Scotto,Foletti-Cagnin e figli,1552,2021-04-09,Disputed
41,Ermanno Babato,Musatti e figli,1981,2018-12-09,Disputed
42,Alphons Tamburello,Bonomo-Celentano SPA,1924,2018-09-17,Disputed
43,Marina Bodoni,Rosselli-Sanguineti SPA,1595,2017-03-18,Undisputed
44,Pomponio Palmisano,Cimarosa SPA,1718,2020-08-31,Disputed
45,Nanni Pizziol,Bertoni-Monteverdi Group,1571,2019-01-03,Disputed
46,Carla Stoppani,Roero s.r.l.,1230,2016-08-29,Disputed
47,Martino Bodoni,Fantozzi SPA,1120,2020-06-30,Disputed
48,Livia Pietrangeli,Cantimori-Ferretti s.r.l.,1932,2016-01-10,Disputed
49,Giorgia Pacelli,Gagliardi-Druso Group,1335,2015-12-12,Disputed
50,Enrico Bodoni,Tamborini s.r.l.,1210,2011-12-17,Disputed
51,Aldo Farina,Giannelli-Alfonsi s.r.l.,1477,2013-09-19,Disputed
52,Isa Berlusconi,Venier-Salandra SPA,1601,2019-02-09,Disputed
53,Simone Schiaparelli,"Cainero, Giusti e Montessori e figli",1085,2017-01-15,Disputed
54,Giuseppe Sgalambro,Asprucci-Capecchi e figli,1391,2012-10-20,Disputed
55,Aria Giannuzzi,"Schiavone, Romiti e Angiolello Group",1363,2014-01-31,Disputed
56,Luchino Fabrizi,Schiavone-Molesini Group,1823,2014-07-22,Disputed
57,Valentina Trotta,"Bragaglia, Pacillo e Caruso Group",1198,2015-05-30,Undisputed
58,Serena Luxardo,"Tasso, Bondumier e Barozzi s.r.l.",1241,2016-04-13,Undisputed
59,Cipriano Galuppi,Beffa-Versace Group,1065,2015-01-09,Undisputed
60,Romeo Vigorelli,Detti s.r.l.,1518,2018-08-21,Disputed
61,Girolamo Liguori,"Juvara, Vattimo e Donatoni s.r.l.",1397,2016-01-15,Undisputed
62,Lamberto Casadei,Rubbia-Scalfaro e figli,1143,2014-07-01,Undisputed
63,Veronica Gadda,"Vezzali, Simeoni e Ferrazzi SPA",1117,2012-03-14,Undisputed
64,Margherita Bixio,Gramsci-Maderno SPA,1914,2020-07-31,Disputed
65,Sole Errani,Smirnoff Group,1647,2020-07-01,Disputed
66,Giuliana Berrè,Dellucci-Pederiva e figli,1182,2014-03-27,Disputed
67,Angelica Bodoni,Berengario-Bocca e figli,1541,2019-06-11,Undisputed
68,Loretta Gioberti,Altera-Spinelli Group,1940,2015-10-25,Undisputed
69,Sophia Spallanzani,"Veltroni, Bonanno e Valentino e figli",1866,2015-01-19,Disputed
70,Delfino Ughi,Pezzali-Guarana e figli,1092,2021-09-06,Undisputed
71,Santino Cainero,"Pacillo, Dibiasi e Fracci s.r.l.",1415,2015-03-19,Undisputed
72,Lando Barese,Malenchini Group,1296,2014-03-29,Disputed
73,Aria Liguori,Ceci-Romiti Group,1314,2013-01-10,Undisputed
74,Adriana Zichichi,Petrassi-Serraglio s.r.l.,1303,2012-03-31,Undisputed
75,Marisa Fischetti,"Goldstein, Navarria e Mercadante Group",1191,2019-02-27,Disputed
76,Atenulf Vespucci,"Galeati, Giradello e Stein s.r.l.",1340,2013-04-03,Disputed
77,Marina Conti,Innocenti e figli,1016,2011-09-25,Disputed
78,Severino Gucci,Alonzi e figli,1102,2017-07-09,Undisputed
79,Teresa Marrone,Roncalli-Baggio SPA,1461,2012-10-27,Undisputed
80,Flora Crispi,"Opizzi, Basso e Morgagni e figli",1670,2018-08-24,Disputed
81,Michelangelo Taliani,Morrocco SPA,1399,2012-04-03,Disputed
82,Antonina Pulci,Borromeo Group,1517,2018-08-16,Disputed
83,Girolamo Pizzetti,"Legnante, Modigliani e Pavarotti s.r.l.",1855,2016-06-10,Undisputed
84,Adriano Bragadin,Sollima s.r.l.,1660,2014-04-26,Disputed
85,Carmelo Pausini,Paltrinieri-Catenazzi s.r.l.,1469,2020-03-25,Undisputed
86,Rodolfo Aporti,"Ammaniti, Bonino e Cafarchia e figli",1135,2015-03-13,Disputed
87,Vincentio Marrone,Franscini e figli,1914,2015-07-10,Undisputed
88,Guglielmo Ruggeri,Bettoni SPA,1221,2016-06-23,Disputed
89,Amleto Giannetti,Schiavone-Molesini Group,1918,2018-05-31,Undisputed
90,Giosuè Camuccini,"Tedesco, Bergoglio e Mozart e figli",1177,2017-12-31,Disputed
91,Sonia Abba,"Cassarà, Guarana e Cilea SPA",1048,2021-02-07,Undisputed
92,Sandro Roccabonella,"Visconti, Farinelli e Brunello e figli",1488,2017-08-01,Disputed
93,Alphons Guidone,Guidone SPA,1879,2020-08-07,Undisputed
94,Virginia Barcella,Tamburi e figli,1115,2012-05-13,Undisputed
95,Adelmo Coardi,Fibonacci-Golgi e figli,1748,2016-02-11,Disputed
96,Mario Traetta,"Spinola, Vezzali e Ciani Group",1033,2016-09-08,Undisputed
97,Fabia Foa,Tonisto SPA,1620,2015-06-03,Undisputed
98,Ranieri Brunelleschi,"Bruno, Lercari e Donini Group",1259,2020-05-21,Disputed
99,Sonia Bertolucci,Canil-Scotto s.r.l.,1599,2018-03-01,Disputed
100,Costantino Pertini,"Golgi, Bertolucci e Montalcini s.r.l.",1152,2014-08-21,Disputed
101,Serena Pulci,Sansoni-Antonioni s.r.l.,1455,2020-12-25,Disputed
102,Clelia Caccioppoli,Foconi s.r.l.,1222,2013-02-01,Disputed
103,Aldo Zamengo,Pertile-Dallapé e figli,1699,2012-02-28,Undisputed
104,Micheletto Endrizzi,"Galeati, Interminei e Lippomano s.r.l.",1259,2019-05-15,Disputed
105,Ernesto Rossellini,Pacomio-Lippomano Group,1721,2017-06-12,Disputed
106,Nanni Redi,Praga e figli,1404,2013-02-15,Disputed
107,Antonina Mercantini,Guarneri-Lopresti e figli,1908,2017-06-04,Disputed
108,Veronica Fabrizi,Gualandi s.r.l.,1126,2014-01-01,Disputed
109,Pierluigi Blasi,Satriani-Aloisio Group,1367,2020-02-28,Undisputed
110,Stefano Botticelli,Lovato SPA,1142,2019-01-28,Disputed
111,Gustavo Majewski,Tosto Group,1719,2016-02-04,Disputed
112,Daria Caccioppoli,Martucci-Marsili e figli,1155,2013-11-23,Disputed
113,Panfilo Lussu,Canetta e figli,1354,2015-07-25,Disputed
114,Antonello Jovinelli,Venier-Salandra SPA,1777,2016-06-29,Undisputed
115,Gaetano Pausini,Ferrata-Rocca e figli,1452,2015-02-19,Undisputed
116,Serena Cassarà,Ariasso SPA,1616,2014-04-10,Undisputed
117,Marisa Marangoni,"Franzese, Gucci e Mengolo SPA",1286,2016-01-08,Undisputed
118,Ottone Chiesa,Lopresti s.r.l.,1650,2021-08-12,Disputed
119,Jolanda Chiesa,Manacorda e figli,1133,2014-01-20,Disputed
120,Ugolino Ughi,"Marino, Gadda e Cilibrasi Group",1845,2020-05-26,Undisputed
121,Rosaria Forza,"Bettoni, Giolitti e Procacci Group",1650,2012-02-12,Disputed
122,Silvio Scotto,"Bonatti, Fantoni e Ammaniti s.r.l.",1051,2020-06-07,Disputed
123,Giovanna Brunello,Randazzo s.r.l.,1640,2019-12-06,Disputed
124,Rembrandt Siffredi,Gualtieri-Petrassi SPA,1081,2018-01-22,Undisputed
125,Nanni Pedroni,"Ferrara, Baroffio e Flaiano Group",1556,2020-03-29,Undisputed
126,Teresa Saraceno,Bernetti e figli,1276,2015-08-29,Undisputed
127,Donatello Sobrero,Dallapé-Miniati e figli,1986,2020-02-24,Disputed
128,Ugolino Interminelli,Bosurgi e figli,1181,2013-06-15,Undisputed
129,Bruno Dellucci,Navarria-Casini Group,1862,2015-07-17,Disputed
130,Alina Taliani,Toldo e figli,1467,2011-11-15,Disputed
131,Jacopo Lussu,Doglioni-Santoro s.r.l.,1756,2017-10-26,Undisputed
132,Gemma Marzorati,Novaro SPA,1033,2016-03-16,Disputed
133,Baccio Crispi,"Rosmini, Falloppio e Collina Group",1780,2015-07-14,Undisputed
134,Alessandra Gadda,Ravaglioli s.r.l.,1047,2015-11-16,Undisputed
135,Giampiero Stoppani,"Federici, Golino e Rossi e figli",1379,2019-02-24,Undisputed
136,Carla Chechi,Spallanzani s.r.l.,1955,2013-06-19,Undisputed
137,Adele Sauro,"Sagredo, Basadonna e Modugno Group",1317,2013-02-19,Disputed
138,Bettina Sagnelli,Camicione-Scotti SPA,1939,2016-06-09,Undisputed
139,Giuseppina Berrè,Boccaccio SPA,1531,2021-08-16,Disputed
140,Antonello Sanguineti,Briccialdi SPA,1055,2014-07-30,Disputed
141,Ferdinando Canevascini,"Boaga, Solari e Romagnoli SPA",1657,2017-10-12,Undisputed
142,Alphons Roccabonella,Donati-Camilleri Group,1840,2020-12-07,Disputed
143,Delfino Aporti,Canova-Grasso e figli,1932,2017-09-23,Undisputed
144,Enzo Baglioni,Ponti-Gramsci SPA,1161,2014-07-25,Undisputed
145,Loretta Casadei,"Montessori, Borsellino e Taliercio e figli",1384,2021-01-15,Undisputed
146,Corrado Forza,Pinamonte Group,1535,2017-06-29,Disputed
147,Ferdinando Palmisano,"Crisafulli, Bernini e Tamburello Group",1817,2018-01-30,Disputed
148,Liliana Carnera,Loredan e figli,1471,2020-07-19,Undisputed
149,Rosa Cassarà,Paolini SPA,1070,2020-05-24,Undisputed
150,Iolanda Bajamonti,Comisso-Barbarigo SPA,1040,2019-03-02,Disputed
151,Livio Dellucci,Rocca SPA,1727,2019-02-02,Disputed
152,Amanda Trevisan,"Abatantuono, Naccari e Galvani s.r.l.",1142,2013-03-19,Undisputed
153,Enzo Niscoromni,Alighieri Group,1954,2020-07-11,Undisputed
154,Pomponio Ruggeri,"Gianinazzi, Lombardo e Alfonsi s.r.l.",1585,2012-03-25,Undisputed
155,Amleto Gucci,Errigo-Pistoletto Group,1628,2021-06-07,Undisputed
156,Liliana Rossellini,Malatesta-Moneta e figli,1615,2015-01-10,Undisputed
157,Mariana Valentino,Canevascini-Zanichelli Group,1418,2018-03-14,Disputed
158,Carmelo Fibonacci,Donarelli-Peano s.r.l.,1222,2020-12-19,Undisputed
159,Fernanda Righi,Malacarne s.r.l.,1540,2016-01-04,Disputed
160,Stefania Donarelli,Tomasetti-Bergoglio s.r.l.,1653,2020-05-08,Disputed
161,Mariano Bonolis,"Gucci, Vanvitelli e Varano s.r.l.",1413,2021-06-18,Undisputed
162,Lina Pausini,Merisi-Franceschi Group,1942,2016-02-01,Disputed
163,Melania Papafava,"Turchetta, Pavanello e Viola Group",1306,2017-06-13,Undisputed
164,Marina Raurica,Vespa e figli,1739,2012-11-23,Undisputed
165,Ruggiero Papafava,"Fabrizi, Carriera e Zaccardo SPA",1025,2016-01-20,Undisputed
166,Ivo Camuccini,Leonetti s.r.l.,1497,2014-12-13,Undisputed
167,Martino Varano,Caboto-Tiepolo s.r.l.,1397,2016-02-05,Disputed
168,Martino Rossellini,Bonanno s.r.l.,1570,2019-10-27,Undisputed
169,Gaetano Mercantini,"Perini, Galeati e Tacchini Group",1925,2015-12-24,Disputed
170,Valerio Piccinni,Guidotti SPA,1971,2016-04-26,Disputed
171,Marisa Modigliani,"Argenti, Sraffa e Rinaldi s.r.l.",1171,2016-02-06,Disputed
172,Bartolomeo Sauro,"Stein, Govoni e Renault s.r.l.",1290,2014-01-01,Undisputed
173,Giosuè Valentino,Montalcini s.r.l.,1688,2018-10-08,Undisputed
174,Valerio Faugno,Riccati-Cuomo SPA,1769,2014-01-12,Disputed
175,Annetta Littizzetto,"Paruta, Bandello e Randazzo SPA",1409,2017-10-05,Disputed
176,Giampiero Fischetti,"Dovara, Muratori e Dibiasi SPA",1809,2015-01-31,Disputed
177,Ida Russo,Sismondi-Benigni e figli,1846,2018-02-08,Undisputed
178,Flora Bertoni,"Gori, Cicilia e Proietti Group",1946,2015-07-17,Disputed
179,Donna Fischetti,Rensi-Solari e figli,1736,2015-01-28,Undisputed
180,Roberta Capecchi,"Balbi, Liguori e Belletini s.r.l.",1910,2015-10-13,Undisputed
181,Pomponio Dulbecco,Anichini-Verdone s.r.l.,1311,2018-06-25,Disputed
182,Gioele Marrone,"Bernardini, Pareto e Crispi SPA",1307,2020-11-04,Undisputed
183,Ivo Sgalambro,Pincherle-Balbo Group,1851,2012-07-09,Undisputed
184,Rosina Ferrazzi,Udinesi s.r.l.,1450,2019-09-04,Disputed
185,Melania Zito,"Balla, Ariosto e Disdero e figli",1959,2015-10-17,Undisputed
186,Ivo Volta,"Prada, Bruscantini e Soprano e figli",1502,2013-12-20,Undisputed
187,Ivo Raurica,Folliero-Cerquiglini Group,1279,2019-03-15,Undisputed
188,Alessandra Berlusconi,Panzera SPA,1140,2015-08-09,Disputed
189,Agostino Foa,Pacetti-Ferrata s.r.l.,1776,2021-07-14,Undisputed
190,Aldo Bertoni,Bataglia-Gozzi e figli,1389,2017-01-04,Undisputed
191,Virginia Donarelli,Comeriato-Montanelli Group,1604,2017-08-08,Undisputed
192,Vittorio Pisani,Casellati-Celentano s.r.l.,1989,2021-06-15,Disputed
193,Annetta Trotta,Gotti-Bertolucci s.r.l.,1534,2016-05-30,Disputed
194,Ludovico Marangoni,"Moschino, Cagnotto e Cesarotti Group",1763,2016-10-02,Undisputed
195,Costantino Sraffa,Marsili-Missoni Group,1098,2017-12-28,Disputed
196,Livia Vitturi,"Borroni, Ginesio e Infantino Group",1314,2014-12-15,Undisputed
197,Virginia Donati,"Garibaldi, Manunta e Orlando SPA",1760,2015-01-25,Disputed
198,Ferdinando Pellico,Pietrangeli-Pacomio e figli,1609,2014-11-30,Undisputed
199,Barbara Barcella,"Pistoletto, Tomaselli e Ricciardi s.r.l.",1173,2012-05-12,Disputed
200,Marissa Abba,Fioravanti-Vespucci s.r.l.,1707,2021-07-13,Undisputed
201,Adele Delle,Nicoletti s.r.l.,1706,2014-06-28,Undisputed
202,Margherita Solari,Costanzi s.r.l.,1536,2014-07-23,Disputed
203,Nina Littizzetto,Grasso-Gilardoni SPA,1468,2016-09-30,Disputed
204,Mariana Casadei,"Montanelli, Farnese e Tasca Group",1658,2012-05-15,Disputed
205,Corrado Federici,Torricelli SPA,1644,2016-08-18,Undisputed
206,Adriana Pellegrini,"Monaco, Pedersoli e Pizziol Group",1773,2021-04-20,Undisputed
207,Achille Guinizzelli,"Matteotti, Campise e Barillaro SPA",1879,2011-12-28,Undisputed
208,Ronaldo Bragadin,Leone SPA,1055,2019-07-08,Disputed
209,Gianna Pedroni,"Monicelli, Luria e Fogazzaro Group",1532,2016-07-13,Disputed
210,Etta Solimena,"Parmitano, Infantino e Monteverdi e figli",1737,2020-10-11,Disputed
211,Vittorio Ossola,Caruso-Gargallo Group,1090,2021-01-30,Disputed
212,Giacobbe Fischetti,"Bottaro, Disdero e Malatesta e figli",1301,2016-02-20,Undisputed
213,Ferdinando Galilei,Filippini-Busoni s.r.l.,1377,2020-03-09,Undisputed
214,Paola Federici,Botta Group,1096,2019-06-07,Disputed
215,Marina Liguori,Mezzetta SPA,1729,2016-07-29,Undisputed
216,Armando Finetti,Manzoni-Sanguineti s.r.l.,1182,2019-09-08,Disputed
217,Ermanno Brunelleschi,Fracci s.r.l.,1680,2018-04-29,Disputed
218,Carmelo Piccinni,"Bosurgi, Sagredo e Toscanini s.r.l.",1470,2015-10-30,Disputed
219,Severino Brunello,Venturi-Riccati e figli,1232,2013-04-20,Undisputed
220,Pierluigi Mortati,Coppola-Rienzo e figli,1252,2020-10-23,Disputed
221,Bartolomeo Vigorelli,Monteverdi s.r.l.,1398,2021-07-28,Disputed
222,Ezio Vigorelli,Mondadori-Cortese SPA,1557,2013-10-21,Undisputed
223,Beppe Siffredi,Oscuro Group,1568,2013-01-02,Disputed
224,Alfredo Frescobaldi,Mazzacurati-Bombieri SPA,1879,2011-11-20,Undisputed
225,Valeria Toscani,Roccabonella s.r.l.,1584,2012-08-02,Undisputed
226,Gioele Monduzzi,"Nosiglia, Napolitano e Maderno SPA",1307,2021-08-08,Undisputed
227,Raffaello Visintini,Conte-Berlusconi s.r.l.,1634,2018-03-09,Undisputed
228,Loretta Trebbi,Modugno s.r.l.,1581,2015-07-21,Undisputed
229,Mirco Pisacane,"Delle, Boito e Biagiotti s.r.l.",1181,2019-04-22,Disputed
230,Amleto Polesel,Palladio-Modugno s.r.l.,1890,2021-05-15,Undisputed
231,Donatello Vigorelli,"Casagrande, Naccari e Oscuro s.r.l.",1434,2014-02-07,Disputed
232,Arnulfo Sordi,Comolli-Innocenti e figli,1564,2021-04-07,Disputed
233,Nanni Dandolo,Brancaccio-Olivetti e figli,1842,2014-08-09,Disputed
234,Lina Beffa,"Turchetta, Pavanello e Viola Group",1861,2013-09-17,Undisputed
235,Jacopo Marangoni,Pirelli s.r.l.,1371,2014-10-14,Undisputed
236,Rosina Gucci,Bocca-Bazzi e figli,1994,2017-08-12,Disputed
237,Licia Gualandi,"Alonzi, Foletti e Bramante s.r.l.",1746,2015-03-05,Disputed
238,Costantino Visintini,"Leblanc, Cuzzocrea e Gabba e figli",1281,2019-01-13,Disputed
239,Carmelo Taliani,Agostini e figli,1316,2019-01-16,Undisputed
240,Alberto Saragat,Rensi e figli,1854,2012-08-21,Disputed
241,Bruno Pizzo,Migliaccio-Maderno SPA,1844,2013-04-03,Undisputed
242,Serena Corcos,Bongiorno SPA,1807,2016-06-30,Undisputed
243,Leonardo Cignaroli,Grisoni-Balbi Group,1867,2016-04-15,Disputed
244,Livio Federici,"Iannuzzi, Raimondi e Mimun SPA",1257,2021-07-04,Undisputed
245,Serafina Polesel,Missoni e figli,1483,2017-08-09,Undisputed
246,Iolanda Rastelli,Barillaro SPA,1034,2019-10-01,Undisputed
247,Micheletto Cheda,Traetta Group,1026,2017-04-10,Undisputed
248,Antonina Rastelli,Prada-Casaleggio Group,1017,2014-04-28,Undisputed
249,Liliana Ferrazzi,"Oliboni, Toldo e Cicilia s.r.l.",1606,2013-07-17,Disputed
250,Ugolino Saragat,"Treccani, Fermi e Pisacane s.r.l.",1304,2013-12-13,Undisputed
251,Aria Rossellini,Gigli-Mezzetta SPA,1917,2013-08-04,Disputed
252,Antonina Volta,"Bixio, Pacomio e Pinamonte e figli",1053,2015-10-13,Disputed
253,Ugolino Vecellio,Moccia-Murialdo SPA,1376,2012-10-29,Undisputed
254,Ranieri Armellini,Favata e figli,1412,2012-09-17,Disputed
255,Liana Saraceno,"Monte, Balotelli e Folliero SPA",1290,2014-01-07,Disputed
256,Claudia Rinaldi,Aloisio SPA,1734,2014-09-01,Undisputed
257,Raffaello Vespucci,Dulbecco SPA,1984,2012-11-10,Undisputed
258,Amleto Pisaroni,Fusani-Morlacchi s.r.l.,1127,2012-06-22,Disputed
259,Alessandro Marrone,Martinelli SPA,1866,2018-07-05,Undisputed
260,Marisa Solimena,Cantimori-Ferretti s.r.l.,1617,2011-11-05,Disputed
261,Gustavo Siffredi,"Tebaldi, Nugnes e Juvara s.r.l.",1483,2018-05-22,Undisputed
262,Mario Bragadin,"Rosselli, Marino e Brenna SPA",1344,2020-02-29,Disputed
263,Carla Biagiotti,"Bixio, Spinelli e Magrassi s.r.l.",1503,2016-08-26,Undisputed
264,Antonina Togliatti,Agnesi-Bernetti SPA,1116,2016-05-31,Disputed
265,Nino Pellegrini,Morpurgo-Dalla e figli,1275,2016-04-29,Undisputed
266,Amleto Iannotti,"Leopardi, Mezzetta e Tutino Group",1348,2020-05-28,Undisputed
267,Donna Dossi,"Soderini, Manolesso e Lopresti SPA",1020,2016-02-16,Disputed
268,Gianmarco Cafarchia,Treves e figli,1515,2014-02-14,Undisputed
269,Arnulfo Palmisano,Nordio s.r.l.,1493,2015-06-20,Disputed
270,Donatella Pertini,Albertini Group,1817,2011-10-07,Undisputed
271,Dante Monaco,Littizzetto Group,1147,2016-08-05,Undisputed
272,Costantino Bertoni,Anastasi e figli,1572,2011-10-21,Undisputed
273,Baccio Donarelli,"Iannuzzi, Paoletti e Broschi e figli",1139,2014-10-27,Disputed
274,Agostino Angeli,Volterra e figli,1207,2015-02-12,Undisputed
275,Livia Proietti,"Gualandi, Volta e Borgia s.r.l.",1059,2019-03-19,Disputed
276,Gioachino Martucci,Modiano SPA,1392,2016-04-26,Undisputed
277,Martina Foa,Russo-Alfieri s.r.l.,1314,2015-04-04,Disputed
278,Adriana Pisacane,"Collina, Gremese e Pavanello e figli",1454,2018-03-21,Disputed
279,Donatella Aporti,"Chiaramonte, Salvo e Caruso SPA",1821,2013-10-02,Disputed
280,Nanni Moschino,Anguillara e figli,1261,2015-09-16,Disputed
281,Matilda Errani,"Argurio, Stradivari e Cabrini SPA",1434,2020-08-15,Undisputed
282,Veronica Disdero,"Russo, Giannone e Malatesta s.r.l.",1114,2018-02-06,Disputed
283,Amleto Chiesa,"Ferrara, Tuzzolino e Palombi e figli",1139,2020-12-14,Undisputed
284,Livia Vitturi,Belletini-Leonetti e figli,2000,2014-11-07,Disputed
285,Donna Cianciolo,Cicala-Torlonia SPA,1764,2020-06-11,Disputed
286,Nicola Cassarà,Sbarbaro-Persico Group,1860,2014-08-29,Disputed
287,Valeria Fabrizi,"Bettin, Modigliani e Pisaroni e figli",1894,2013-04-24,Disputed
288,Nanni Sordi,Salata SPA,1200,2015-09-25,Undisputed
289,Donna Rinaldi,Ovadia Group,1603,2011-10-03,Disputed
290,Luchino Pacelli,"Bignardi, Antonucci e Innocenti SPA",1253,2019-12-13,Undisputed
291,Mario Mercantini,"Pietrangeli, Mazzini e Pozzecco s.r.l.",1163,2016-01-16,Undisputed
292,Romeo Bertolucci,Curiel-Torlonia e figli,1766,2011-11-28,Undisputed
293,Torquato Cheda,Moschino-Toldo s.r.l.,1280,2018-07-21,Disputed
294,Antonino Scarfoglio,"Rosmini, Visintini e Interminelli SPA",1118,2016-05-14,Undisputed
295,Enrico Boaga,Zanzi SPA,1748,2013-05-06,Undisputed
296,Carla Martucci,Parri e figli,1995,2019-11-27,Undisputed
297,Aria Dovara,Rosselli-Mantegna Group,1104,2014-07-05,Undisputed
298,Pierina Errani,Roero e figli,1543,2019-09-18,Undisputed
299,Dina Marangoni,Nicolini e figli,1949,2015-04-16,Undisputed
300,Nino Galilei,Zanazzo-Giunti Group,1553,2020-07-06,Disputed
301,Susanna Basso,Barcaccia SPA,1931,2020-02-21,Disputed
302,Mariano Giannuzzi,"Forza, Casellati e Campise SPA",1280,2015-06-04,Undisputed
303,Ferdinando Fischetti,Zacchia Group,1949,2014-08-20,Undisputed
304,Ida Donini,"Palmisano, Cugia e Giusti e figli",1247,2020-05-13,Undisputed
305,Isa Pizzamano,Proietti-Soffici s.r.l.,1779,2019-08-01,Undisputed
306,Armando Mortati,Bassi Group,1255,2013-12-21,Undisputed
307,Coluccio Dandolo,Abba s.r.l.,1202,2016-05-19,Undisputed
308,Gioachino Casadei,Sgarbi-Dandolo SPA,1155,2018-05-06,Undisputed
309,Virginia Conti,"Asmundo, Nolcini e Villadicani Group",1685,2016-05-10,Disputed
310,Valentina Bonolis,Bellocchio e figli,1711,2013-06-23,Undisputed
311,Dina Badoglio,Antelami Group,1731,2012-12-30,Disputed
312,Cipriano Anguissola,Roncalli-Baggio SPA,1169,2017-02-06,Disputed
313,Severino Galilei,Grassi-Nibali Group,1404,2020-02-16,Disputed
314,Gemma Bajamonti,"Sanudo, Muratori e Gelli Group",1882,2013-11-16,Disputed
315,Ludovico Giannuzzi,Maderno SPA,1530,2021-05-20,Disputed
316,Iolanda Gioberti,Rossi Group,1896,2012-01-03,Disputed
317,Claudia Pulci,Tasso-Ferrabosco Group,1760,2013-05-31,Undisputed
318,Enzio Trotta,"Tedesco, Bergoglio e Mozart e figli",1969,2014-07-09,Undisputed
319,Camillo Cassarà,Carullo Group,1159,2017-01-27,Disputed
320,Claudia Maspero,Piovani-Abatantuono e figli,1084,2012-06-27,Disputed
321,Iolanda Polesel,Tosto Group,1020,2016-03-21,Disputed
322,Luciana Scotto,"Marzorati, Gasperi e Moresi e figli",1639,2019-09-24,Undisputed
323,Ermanno Silvestri,Vendetti-Calarco e figli,1864,2013-02-05,Undisputed
324,Nicola Trevisan,Rismondo Group,1678,2020-08-16,Disputed
325,Ugolino Ossola,Papetti-Savorgnan Group,1493,2014-06-05,Disputed
326,Pierina Guinizzelli,Gradenigo-Schiavone e figli,1674,2011-12-19,Undisputed
327,Leonardo Dellucci,Agostini Group,1842,2012-08-14,Undisputed
328,Diana Gozzano,Tamburini Group,1674,2019-11-25,Undisputed
329,Severino Toselli,Malipiero e figli,1648,2014-09-02,Undisputed
